,Customer_Age,Annual_Income,Vehicle_or_Property_Age,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Claim_Income_Ratio,Premium_Income_Ratio,High_Claim,Claim_Premium_Diff,Gender_Male,Gender_Other,Policy_Type_Health,Policy_Type_Life,Policy_Type_Property,Age_Group_Adult,Age_Group_Mid-Age,Age_Group_Senior,Risk_Score_Label
243,24,27684.84,10.7,1,0,672.79,478.01,0.017266128321492918,0.024301747815772098,True,-194.77999999999997,1,0,1,0,0,0,0,0,1
244,32,17331.02,16.7,1,0,309.53,448.38,0.025871529777243347,0.017859883607543005,False,138.85000000000002,0,0,0,0,0,1,0,0,0
245,49,12774.21,1.7,0,0,960.76,751.2,0.058805984871080096,0.07521091323847033,True,-209.55999999999995,1,0,1,0,0,0,1,0,2
246,44,36875.04,8.3,0,0,941.22,740.17,0.02007238500622643,0.025524582481808833,True,-201.05000000000007,0,0,1,0,0,0,1,0,2
247,27,29031.88,4.9,0,0,331.28,348.68,0.012010245288971984,0.011410904150885163,False,17.400000000000034,1,0,0,0,0,1,0,0,0
248,42,10072.85,4.9,2,0,616.75,538.74,0.05348436639084271,0.06122894712022913,True,-78.00999999999999,1,0,0,0,0,0,1,0,1
250,42,45056.99,1.8,0,0,619.34,833.07,0.018489251057383107,0.013745702941985252,True,213.73000000000002,1,0,0,0,0,0,1,0,1
251,51,18477.2,8.6,0,0,378.17,715.6,0.038728811724720195,0.020466845625960642,True,337.43,0,0,0,0,1,0,1,0,0
252,45,34290.23,4.2,1,0,698.13,1079.1,0.031469605190749664,0.02035944349163012,True,380.9699999999999,0,0,1,0,0,0,1,0,1
253,38,29185.88,4.3,1,0,556.01,293.97,0.01007233634894682,0.019050650520045995,False,-262.03999999999996,0,0,0,0,0,1,0,0,1
254,42,27768.13,4.7,0,0,319.32,439.0,0.015809490952397587,0.011499514011206372,False,119.68,0,0,0,0,0,0,1,0,0
255,35,24282.53,14.9,2,0,562.09,1008.67,0.041538917073303316,0.023147917453411982,True,446.5799999999999,1,0,0,0,0,1,0,0,1
257,35,20163.17,2.2,0,0,222.57,436.15,0.021631023296436028,0.011038442863894915,False,213.57999999999998,1,0,1,0,0,1,0,0,0
258,48,15916.59,1.9,0,0,277.19,226.12,0.014206560576103299,0.017415162418583378,False,-51.06999999999999,1,0,1,0,0,0,1,0,0
259,40,21682.93,2.5,0,0,557.58,764.47,0.035256766497885665,0.02571515934423992,True,206.89,0,0,1,0,0,1,0,0,1
260,36,9062.29,2.6,2,0,386.94,526.79,0.05812989873420514,0.04269781699769042,True,139.84999999999997,1,0,0,0,0,1,0,0,0
261,34,19159.58,1.5,0,0,642.26,786.62,0.04105622357066282,0.033521611642843945,True,144.36,1,0,0,0,0,1,0,0,1
263,57,24548.05,1.4,0,0,245.13,426.17,0.017360645753939724,0.00998572188014934,False,181.04000000000002,1,0,0,0,0,0,1,0,0
264,24,24594.32,3.2,0,0,273.44,412.66,0.016778670847577816,0.011118014240686468,False,139.22000000000003,1,0,0,1,0,0,0,0,0
265,43,28779.21,9.7,0,0,351.03,231.57,0.00804643351919667,0.0121973466262625,False,-119.45999999999998,1,0,1,0,0,0,1,0,0
266,26,15773.87,4.4,0,0,462.62,645.52,0.04092337517679555,0.029328249820747856,True,182.89999999999998,1,0,0,0,1,1,0,0,1
268,34,25429.48,1.9,0,0,524.14,398.47,0.01566960865892657,0.020611510734784982,False,-125.66999999999996,1,0,0,0,0,1,0,0,1
269,47,21921.825,7.9,0,0,1037.9,621.96,0.028371725438005275,0.04734551069539147,True,-415.94000000000005,0,0,1,0,0,0,1,0,2
272,45,20025.23,1.2,0,1,304.26,719.06,0.03590770243338029,0.015193832979696113,True,414.79999999999995,1,0,1,0,0,0,1,0,0
274,31,12987.22,0.9,1,0,204.39,284.94,0.021940030275917403,0.015737779139800512,False,80.55000000000001,1,0,0,1,0,1,0,0,0
279,53,10304.41,12.9,0,0,158.39,274.88,0.026675957187262542,0.015371088689211705,False,116.49000000000001,1,0,1,0,0,0,1,0,0
280,40,27573.47,4.5,0,0,302.95,476.28,0.017273125217827135,0.010987010340011611,True,173.32999999999998,1,0,1,0,0,1,0,0,0
281,43,16427.87,3.1,0,0,311.21,535.91,0.032622001513282005,0.018944026218858562,True,224.7,0,0,0,0,1,0,1,0,0
282,34,14885.21,7.5,0,0,315.87,177.79,0.011944070658055882,0.021220392591034996,False,-138.08,1,0,0,0,0,1,0,0,0
284,40,49807.88,9.2,2,0,360.03,412.94,0.008290656016678485,0.007228374305431188,False,52.910000000000025,0,0,0,0,0,1,0,0,0
285,39,8303.64,6.0,0,0,307.18,156.53,0.018850769060315718,0.03699341493610032,False,-150.65,0,0,0,0,0,1,0,0,0
287,50,27592.57,4.9,0,0,206.51,337.83,0.012243513380594848,0.00748426116160981,False,131.32,0,0,1,0,0,0,1,0,0
289,33,22841.64,0.1,1,0,279.43,386.32,0.016912971222731818,0.012233359776268254,False,106.88999999999999,0,0,1,0,0,1,0,0,0
290,49,13219.11,3.3,0,0,321.61,269.02,0.020350840563396474,0.024329171933662706,False,-52.59000000000003,1,0,0,0,1,0,1,0,0
291,43,33556.7,0.6,0,0,581.54,720.41,0.021468439983669433,0.017330071192936135,True,138.87,1,0,0,0,0,0,1,0,1
292,23,23264.97,4.9,0,0,242.28,368.16,0.0158246496771756,0.01041393992771106,False,125.88000000000002,0,0,0,1,0,0,0,0,0
293,18,11400.75,15.2,2,0,338.8,378.42,0.03319255312150517,0.029717343157248426,False,39.620000000000005,0,0,1,0,0,0,0,0,0
294,49,28597.41,9.4,0,0,644.65,1159.82,0.040556819656045774,0.022542251203867762,True,515.17,1,0,1,0,0,0,1,0,1
296,26,15701.36,14.0,0,1,345.02,909.18,0.05790453820560766,0.021973892707383307,True,564.16,0,0,1,0,0,1,0,0,0
297,43,9620.85,10.2,0,0,573.78,825.09,0.08576061366719157,0.05963922106674566,True,251.31000000000006,0,0,0,0,0,0,1,0,1
298,41,13440.98,9.3,0,0,351.03,145.28,0.010808735672547688,0.026116399250649878,False,-205.74999999999997,0,0,1,0,0,0,1,0,0
300,18,37397.69,1.1,1,0,330.16,557.4,0.014904663897689937,0.00882835276724311,True,227.23999999999995,0,0,0,0,0,0,0,0,0
301,41,14178.27,7.6,1,0,264.39,421.22,0.029708843180444443,0.01864755008897418,False,156.83000000000004,1,0,1,0,0,0,1,0,0
302,27,21921.825,17.5,1,0,344.07,233.05,0.010630957960844957,0.015695317337858502,False,-111.01999999999998,1,0,0,1,0,1,0,0,0
305,42,26089.19,1.0,0,0,553.1,901.67,0.03456105766411299,0.021200351563233664,True,348.56999999999994,0,0,1,0,0,0,1,0,1
306,23,27576.99,4.9,1,0,597.3,823.29,0.029854237173817733,0.021659361663473785,True,225.99,1,0,1,0,0,0,0,0,1
307,26,10152.95,7.1,2,0,312.9,479.98,0.04727492994646876,0.030818629068398835,True,167.08000000000004,1,0,0,0,0,1,0,0,0
308,57,29349.64,4.9,0,0,635.3,337.6,0.011502696455561295,0.021645921380977755,False,-297.69999999999993,1,0,0,0,0,0,1,0,1
309,35,13597.58,9.9,0,0,381.42,334.25,0.024581579957610105,0.028050579588426765,False,-47.170000000000016,0,0,1,0,0,1,0,0,0
310,30,20275.82,1.2,1,0,942.33,633.92,0.031264826773960315,0.04647555561254736,True,-308.4100000000001,1,0,0,0,0,1,0,0,2
312,18,13200.18,1.2,1,0,408.25,738.06,0.055912873915355696,0.030927608562913534,True,329.80999999999995,1,0,1,0,0,0,0,0,0
313,52,33888.06,4.9,0,0,306.95,352.73,0.010408680815602901,0.009057762527568708,False,45.78000000000003,1,0,1,0,0,0,1,0,0
314,44,46376.89,4.5,1,0,609.77,418.62,0.009026478489609803,0.01314814339642007,False,-191.14999999999998,0,0,1,0,0,0,1,0,1
316,29,21921.825,3.4,0,0,235.37,273.94,0.012496222371996856,0.010736788565733008,False,38.56999999999999,1,0,0,0,0,1,0,0,0
317,31,24991.33,12.2,1,0,669.23,750.35,0.03002441246624329,0.02677848677921503,True,81.12,0,0,1,0,0,1,0,0,1
318,44,11635.87,0.4,1,0,634.77,393.66,0.03383159144954352,0.054552861109654883,False,-241.10999999999996,0,0,1,0,0,0,1,0,1
319,24,20664.5,4.9,0,0,271.97,195.27,0.009449539064579352,0.0131612185148443,False,-76.70000000000002,1,0,1,0,0,0,0,0,0
321,21,21042.52,0.9,0,0,295.96,587.26,0.027908254334556886,0.014064855350024616,True,291.3,1,0,1,0,0,0,0,0,0
322,49,7686.16,4.9,1,0,281.93,282.79,0.03679210424971638,0.036680214827690294,False,0.8600000000000136,1,0,1,0,0,0,1,0,0
323,37,13873.25,1.9,0,0,220.12,333.77,0.024058529904672662,0.015866505685401763,False,113.64999999999998,0,0,0,0,0,1,0,0,0
326,44,6331.96,7.9,0,0,270.91,407.4,0.06434026746852475,0.04278454064776152,False,136.48999999999995,0,1,1,0,0,0,1,0,0
327,23,20916.31,5.6,0,0,238.05,128.02,0.006120582454553408,0.01138107056168129,False,-110.03,0,0,0,0,0,0,0,0,0
328,48,12852.74,9.3,1,0,351.03,382.51,0.0297609692563609,0.027311686068495898,False,31.480000000000018,0,0,0,1,0,0,1,0,0
329,19,30341.49,1.3,0,0,306.15,405.89,0.013377391815629356,0.010090143892076492,False,99.74000000000001,1,0,1,0,0,0,0,0,0
330,40,37690.34,11.6,0,1,536.5,1309.48,0.03474311985511407,0.014234416564032059,True,772.98,0,0,0,0,0,1,0,0,1
332,50,29793.94,1.2,2,0,362.96,688.76,0.023117452743745878,0.01218234312078228,True,325.8,0,0,1,0,0,0,1,0,0
333,51,26057.8,2.1,0,0,288.63,360.81,0.013846525800336176,0.011076529868216042,False,72.18,0,0,1,0,0,0,1,0,0
335,46,11087.46,4.9,0,0,317.57,513.77,0.04633793492828835,0.028642267931519035,True,196.2,0,0,0,0,0,0,1,0,0
336,45,16040.26,9.7,2,0,593.81,599.07,0.037347898350774865,0.037019973491701504,True,5.260000000000105,0,0,1,0,0,0,1,0,1
337,43,25067.58,2.5,2,0,610.64,439.69,0.01754018537090537,0.024359750721848695,False,-170.95,1,0,1,0,0,0,1,0,1
338,38,7760.18,0.9,0,0,659.64,1073.72,0.13836276993574892,0.08500318291586019,True,414.08000000000004,0,0,0,0,0,1,0,0,1
339,22,36854.34,7.9,0,0,643.62,373.59,0.010136933669141816,0.017463886207160408,False,-270.03000000000003,0,0,1,0,0,0,0,0,1
340,24,18092.18,1.5,1,0,363.77,634.54,0.03507261148186675,0.020106476941971613,True,270.77,0,0,0,0,0,0,0,0,0
341,36,34067.48,9.0,0,0,284.25,162.25,0.004762606450491788,0.00834373425918207,False,-122.0,0,0,0,0,0,1,0,0,0
342,27,14494.72,10.5,0,0,321.2,338.45,0.023349881888025434,0.02215979335923702,False,17.25,0,0,1,0,0,1,0,0,0
344,30,29477.09,3.8,0,0,199.08,277.53,0.009415108479161273,0.006753719583581691,False,78.44999999999996,0,0,0,0,0,1,0,0,0
346,41,23957.34,5.0,0,0,270.7,149.8,0.006252780984867269,0.011299251085471092,False,-120.89999999999998,1,0,1,0,0,0,1,0,0
347,41,41209.39,4.9,0,0,577.59,1035.14,0.02511903233704746,0.014015980338461697,True,457.55000000000007,1,0,1,0,0,0,1,0,1
348,41,21782.46,9.8,0,1,251.23,382.98,0.017582036188750032,0.011533591706354563,False,131.75000000000003,1,0,0,0,1,0,1,0,0
349,53,14898.24,0.5,0,0,262.01,295.05,0.019804352728912948,0.01758664110660051,False,33.04000000000002,1,0,0,1,0,0,1,0,0
350,18,21098.67,0.4,0,0,323.22,221.0,0.010474593896202937,0.015319449045840332,False,-102.22000000000003,1,0,0,0,1,0,0,0,0
352,36,24490.65,3.3,0,0,255.36,246.54,0.01006669892387503,0.010426836364081803,False,-8.820000000000022,1,0,1,0,0,1,0,0,0
353,44,14353.53,3.3,0,0,351.03,589.48,0.04106864304460296,0.024456004899143274,True,238.45000000000005,0,0,1,0,0,0,1,0,0
354,33,12185.29,10.1,0,0,966.49,1393.2,0.1143345788241396,0.0793161262473031,True,426.71000000000004,0,0,1,0,0,1,0,0,2
355,52,39773.08,0.5,0,0,324.05,335.05,0.008424039576517585,0.008147470600717872,False,11.0,0,0,0,1,0,0,1,0,0
356,26,18860.9,2.5,1,0,654.54,527.65,0.027975865414693886,0.034703540127989645,True,-126.88999999999999,1,0,1,0,0,1,0,0,1
357,32,42109.62,0.2,1,0,244.64,346.1,0.008219024536436092,0.005809598851758814,False,101.46000000000004,1,0,0,1,0,1,0,0,0
358,32,14843.7,0.0,0,0,315.98,577.21,0.038885857299729855,0.021287145388279204,True,261.23,1,0,0,0,1,1,0,0,0
359,57,12724.9,4.9,0,0,926.15,1293.04,0.10161494392883244,0.07278249730842679,True,366.89,1,0,0,0,1,0,1,0,2
362,58,13748.99,3.1,1,0,229.24,215.0,0.015637512282720405,0.016673224724143374,False,-14.240000000000009,1,0,0,0,0,0,1,0,0
363,40,21084.27,4.5,2,0,327.42,287.56,0.013638603565596532,0.015529112461564949,False,-39.860000000000014,0,0,0,0,0,1,0,0,0
364,49,27756.96,4.9,1,0,603.0,610.51,0.021994843815749277,0.021724281045186505,True,7.509999999999991,0,0,1,0,0,0,1,0,1
365,42,26624.22,3.5,0,0,661.51,1193.68,0.044834365100648955,0.024846173897301028,True,532.1700000000001,1,0,1,0,0,0,1,0,1
366,34,11620.02,5.4,1,0,295.35,395.66,0.03404985533587722,0.025417340073425002,False,100.31,1,0,0,0,0,1,0,0,0
367,35,22576.26,2.1,0,0,638.44,609.18,0.026983211568257982,0.028279263261496816,True,-29.260000000000105,0,0,0,0,0,1,0,0,1
369,25,29044.21,1.4,0,0,272.59,315.27,0.010854831307169311,0.009385347372161266,False,42.68000000000001,1,0,0,0,0,0,0,0,0
371,42,5697.62,0.5,0,0,568.51,450.51,0.07906985723863648,0.09978025912574022,False,-118.0,0,0,1,0,0,0,1,0,1
372,26,21921.825,12.6,0,0,275.96,312.54,0.014257024677461845,0.012588367984873521,False,36.58000000000004,1,0,1,0,0,1,0,0,0
374,48,10849.63,9.9,0,0,298.88,558.67,0.0514920785317103,0.02754748318606257,True,259.78999999999996,1,0,0,0,0,0,1,0,0
376,25,24420.57,3.7,2,0,552.45,532.86,0.02182012950557665,0.022622322083391176,True,-19.590000000000032,0,0,0,1,0,0,0,0,1
377,41,29319.35,4.5,0,0,564.76,558.69,0.01905533376422056,0.01926236427478781,True,-6.069999999999936,0,0,1,0,0,0,1,0,1
378,33,18905.17,3.9,0,0,365.56,668.19,0.035344299998360244,0.019336509536809245,True,302.63000000000005,1,0,0,1,0,1,0,0,0
381,40,39066.28,3.5,1,0,261.13,220.0,0.005631455055357204,0.006684281175479211,False,-41.129999999999995,0,0,1,0,0,1,0,0,0
382,32,13096.45,6.1,2,0,351.03,397.16,0.030325775305521725,0.026803446735565742,False,46.13000000000005,1,0,1,0,0,1,0,0,0
384,19,5911.38,8.4,0,0,604.31,680.3,0.11508311088104638,0.10222824450466726,True,75.99000000000001,1,0,0,0,1,0,0,0,1
385,29,22168.2,2.4,0,0,623.99,492.34,0.02220929078590052,0.02814797773387104,True,-131.65000000000003,0,0,1,0,0,1,0,0,1
387,33,21921.825,4.4,1,0,317.97,532.68,0.024299071815416826,0.01450472303286793,True,214.70999999999992,1,0,1,0,0,1,0,0,0
388,53,6547.27,15.3,2,0,149.62,137.36,0.02097973659250344,0.02285227277934162,False,-12.259999999999991,1,0,1,0,0,0,1,0,0
389,44,23278.09,4.9,0,0,268.68,238.64,0.010251700203925665,0.011542184088127506,False,-30.04000000000002,1,0,1,0,0,0,1,0,0
391,44,25905.99,5.3,0,1,209.81,941.34,0.03633676999026094,0.008098899134910497,True,731.53,0,0,0,0,1,0,1,0,0
392,60,27169.57,6.6,0,0,521.85,598.93,0.0220441471837795,0.0192071497635038,True,77.07999999999993,1,0,0,0,1,0,1,0,1
393,23,16400.28,1.8,0,0,334.93,493.17,0.03007082805903314,0.02042221230369238,True,158.24,0,0,1,0,0,0,0,0,0
394,50,24473.21,14.2,0,0,595.41,650.02,0.02656047163408478,0.02432905205324516,True,54.610000000000014,1,0,0,0,0,0,1,0,1
396,36,16951.89,4.7,0,0,296.59,346.14,0.02041896213342583,0.017495984223588047,False,49.55000000000001,1,0,1,0,0,1,0,0,0
397,42,14919.94,4.9,0,0,310.16,253.23,0.016972588361615394,0.020788287352362007,False,-56.930000000000035,0,0,0,0,0,0,1,0,0
398,20,19846.16,0.5,0,0,247.25,231.08,0.01164356228106596,0.012458329470285436,False,-16.169999999999987,1,0,0,0,1,0,0,0,0
400,43,26681.28,8.1,0,0,299.01,297.24,0.0111403950635052,0.011206733709926961,False,-1.7699999999999818,0,0,1,0,0,0,1,0,0
402,18,28328.57,6.1,2,0,267.31,227.02,0.008013817852436603,0.009436056955928238,False,-40.28999999999999,1,0,1,0,0,0,0,0,0
404,41,14584.2,7.3,0,0,266.38,307.01,0.02105086326298323,0.018264971681682916,False,40.629999999999995,0,0,0,0,0,0,1,0,0
405,40,6728.92,0.8,1,0,351.03,1010.38,0.15015485397359457,0.05216736118128912,True,659.35,0,0,0,1,0,1,0,0,1
408,36,33638.99,12.3,1,0,247.08,467.68,0.013902914445409925,0.00734504811232442,False,220.6,1,0,1,0,0,1,0,0,0
409,18,18482.42,3.1,1,0,489.08,441.26,0.023874579194715844,0.02646190271620275,False,-47.81999999999999,1,0,0,0,1,0,0,0,1
410,39,17302.15,4.2,0,0,272.35,308.29,0.017818016836057948,0.015740818337605444,False,35.94,0,0,0,1,0,1,0,0,0
411,46,29025.88,0.3,2,0,334.01,440.8,0.015186447404867656,0.011507316918556817,False,106.79000000000002,0,0,1,0,0,0,1,0,0
412,32,17175.06,6.2,2,0,363.38,359.79,0.02094839843354259,0.021157422448596974,False,-3.589999999999975,1,0,1,0,0,1,0,0,0
413,41,39906.66,9.5,1,0,392.47,270.48,0.006777816033714673,0.00983469927074829,False,-121.99000000000001,1,0,0,0,0,0,1,0,0
414,39,26733.85,11.7,0,0,642.29,375.3,0.01403838205121971,0.02402534614355957,False,-266.98999999999995,1,0,1,0,0,1,0,0,1
415,44,12121.53,8.7,0,0,314.29,588.43,0.04854420192830442,0.02592824503177404,True,274.13999999999993,0,0,1,0,0,0,1,0,0
416,48,22041.07,1.9,0,0,559.74,655.99,0.029762166718766376,0.025395318829802727,True,96.25,1,0,0,0,0,0,1,0,1
417,50,9978.68,17.3,0,0,620.65,921.57,0.09235389851162679,0.06219760529448785,True,300.9200000000001,1,0,1,0,0,0,1,0,1
418,45,21273.85,1.5,0,0,291.1,492.94,0.023171170239519413,0.013683465851268109,True,201.83999999999997,0,0,1,0,0,0,1,0,0
419,27,17260.01,4.9,0,0,653.72,943.38,0.054656978761889484,0.037874833212727,True,289.65999999999997,1,0,1,0,0,1,0,0,1
420,40,35334.17,1.3,1,1,637.12,1194.35,0.033801558095180956,0.01803127114631531,True,557.2299999999999,0,0,0,0,1,1,0,0,1
422,42,19623.15,2.1,1,0,249.72,433.14,0.022072908783757957,0.012725785615459291,False,183.42,0,0,0,0,0,0,1,0,0
424,30,18966.11,3.3,0,1,241.15,502.29,0.026483554086736815,0.012714784423374113,True,261.14,1,0,0,1,0,1,0,0,0
425,59,24458.55,18.5,0,0,550.77,860.78,0.03519341907022289,0.02251850579858577,True,310.01,1,0,1,0,0,0,1,0,1
427,53,18535.03,1.7,1,0,324.46,241.32,0.01301967140058581,0.017505231985057483,False,-83.13999999999999,1,0,1,0,0,0,1,0,0
428,55,17048.42,0.1,0,0,299.17,471.82,0.027675291903883178,0.017548253738469608,True,172.64999999999998,1,0,1,0,0,0,1,0,0
429,36,15778.53,6.9,2,0,263.35,474.17,0.030051595427457438,0.01669040145057873,True,210.82,0,0,0,0,0,1,0,0,0
430,44,11966.18,4.6,0,0,288.72,455.61,0.03807480749913506,0.02412800074877697,False,166.89,1,0,0,0,1,0,1,0,0
431,54,19451.75,4.9,0,0,631.33,438.19,0.022527021990309357,0.03245620573984346,False,-193.14000000000004,1,0,1,0,0,0,1,0,1
433,38,28004.77,4.9,1,0,547.24,778.04,0.02778240992516632,0.01954095677272122,True,230.79999999999995,1,0,0,0,1,1,0,0,1
434,55,21921.825,1.9,0,0,295.86,298.16,0.01360105739371608,0.013496139121628788,False,2.3000000000000114,0,0,1,0,0,0,1,0,0
435,40,28426.55,0.3,1,0,363.63,601.66,0.02116542457667216,0.012791914600962833,True,238.02999999999997,1,0,1,0,0,1,0,0,0
438,50,28538.16,4.3,0,0,379.63,466.16,0.016334620031564755,0.01330253947696698,False,86.53000000000003,1,0,0,0,0,0,1,0,0
439,38,14832.25,6.9,0,0,601.7,1184.4,0.07985302297358797,0.04056700770280976,True,582.7,0,0,0,0,0,1,0,0,1
440,39,12796.63,3.8,2,0,588.2,1065.91,0.08329614906424583,0.045965226782363804,True,477.71000000000004,1,0,1,0,0,1,0,0,1
441,33,15792.48,7.1,0,0,636.1,439.04,0.027800573437484172,0.040278664275655254,False,-197.06,0,0,1,0,0,1,0,0,1
443,38,25324.86,3.6,0,0,314.58,269.75,0.010651588992002324,0.012421786339588846,False,-44.829999999999984,1,0,0,0,0,1,0,0,0
444,34,18034.84,1.3,0,0,324.31,430.54,0.02387268198664363,0.017982416256534576,False,106.23000000000002,0,0,1,0,0,1,0,0,0
445,18,19314.79,10.0,0,0,520.21,587.0,0.03039121833579345,0.02693324649141927,True,66.78999999999996,1,0,1,0,0,0,0,0,1
446,45,14735.66,1.5,2,0,331.38,228.64,0.01551610175587656,0.02248830388323292,False,-102.74000000000001,1,0,0,1,0,0,1,0,0
447,34,21347.2,18.0,0,0,312.06,464.46,0.021757420176885024,0.014618310598111228,False,152.39999999999998,1,0,0,0,1,1,0,0,0
448,45,30027.51,1.1,0,0,259.68,136.86,0.004557820478621105,0.0086480697200667,False,-122.82,1,0,1,0,0,0,1,0,0
449,38,7412.29,0.8,2,0,573.53,727.46,0.09814240943082368,0.07737554790759671,True,153.93000000000006,0,0,0,1,0,1,0,0,1
451,36,24232.7,0.4,0,0,298.18,173.47,0.007158508956905338,0.012304860787283298,False,-124.71000000000001,1,0,0,0,0,1,0,0,0
452,23,24746.37,6.3,0,1,265.93,525.13,0.021220486075331453,0.010746222577291135,True,259.2,1,0,1,0,0,0,0,0,0
453,49,14383.06,2.0,2,0,323.77,503.44,0.03500228741310959,0.022510508890319584,True,179.67000000000002,0,0,0,0,1,0,1,0,0
454,28,11972.38,4.8,0,0,333.55,243.53,0.020340984833424936,0.02785995766923536,False,-90.02000000000001,1,0,1,0,0,1,0,0,0
455,45,17184.0,0.8,1,1,242.33,1025.63,0.05968517225325885,0.014102071694599629,True,783.3000000000001,0,0,0,0,0,0,1,0,0
456,22,24482.12,7.2,1,0,683.19,1117.28,0.04563657068913967,0.02790567156765836,True,434.0899999999999,1,0,0,1,0,0,0,0,1
457,41,11553.22,2.9,0,0,292.84,418.58,0.0362305919908043,0.02534704610489543,False,125.74000000000001,0,0,1,0,0,0,1,0,0
458,38,40741.2,2.5,1,0,304.14,421.63,0.010348983338733273,0.0074651703926246656,False,117.49000000000001,0,1,1,0,0,1,0,0,0
459,29,24837.33,10.1,1,0,362.66,653.36,0.02630556505067171,0.014601408444466455,True,290.7,0,0,1,0,0,1,0,0,0
460,34,13162.06,14.2,2,0,253.03,423.67,0.03218873033552499,0.019224194389024212,False,170.64000000000001,0,0,1,0,0,1,0,0,0
461,51,10551.06,5.2,2,0,231.31,348.37,0.03301753567887966,0.021922915801824653,False,117.06,1,0,0,0,0,0,1,0,0
462,44,49906.12,4.9,0,0,294.26,353.12,0.007075685306731919,0.005896270838125665,False,58.860000000000014,0,0,1,0,0,0,1,0,0
463,44,32991.92,1.3,0,0,257.6,224.42,0.006802271586497543,0.007807972376266675,False,-33.180000000000035,1,0,0,0,0,0,1,0,0
464,29,20521.64,6.3,1,0,303.83,571.55,0.027851087924746755,0.014805346941082681,True,267.71999999999997,1,0,0,0,1,1,0,0,0
465,31,21397.86,1.9,0,0,263.24,272.49,0.012734451015194978,0.012302164795918844,False,9.25,0,0,0,0,0,1,0,0,0
466,23,41240.22,1.6,0,0,635.79,344.45,0.008352283280739045,0.015416746079434104,False,-291.34,0,0,0,0,1,0,0,0,1
467,66,28269.76,0.6,0,0,515.39,1023.55,0.03620653305864641,0.01823114168638149,True,508.15999999999997,0,0,0,0,0,0,0,1,1
468,51,20063.56,4.9,2,0,239.17,303.3,0.015116958306501936,0.011920616281457526,False,64.13000000000002,0,0,0,1,0,0,1,0,0
473,38,26906.36,5.1,0,0,351.03,430.62,0.016004394500036424,0.013046357812799649,False,79.59000000000003,0,0,0,0,1,1,0,0,0
474,37,10914.86,3.9,1,0,351.03,1034.88,0.09481385927075565,0.032160742327432504,True,683.8500000000001,0,0,1,0,0,1,0,0,1
480,33,13392.0,3.4,0,0,310.93,584.57,0.04365068697729988,0.023217592592592592,True,273.64000000000004,0,0,0,0,0,1,0,0,0
481,32,18316.0,7.7,0,0,310.69,244.39,0.013342978816335444,0.016962764795806946,False,-66.30000000000001,0,0,0,0,1,1,0,0,0
483,47,20178.09,14.3,1,0,319.97,208.87,0.010351326612181827,0.015857298683869484,False,-111.10000000000002,1,0,0,0,0,0,1,0,0
484,59,22175.1,4.6,0,0,630.01,840.31,0.037894304873484226,0.02841069487848984,True,210.29999999999995,1,0,0,0,0,0,1,0,1
485,49,10950.03,16.6,0,0,360.13,588.64,0.05375693034630955,0.03288849436942182,True,228.51,0,0,0,0,0,0,1,0,0
486,30,10103.19,8.1,2,0,251.71,216.23,0.02140215120174915,0.024913913328364606,False,-35.48000000000002,0,0,0,1,0,1,0,0,0
487,31,9764.39,3.0,1,0,701.13,699.73,0.07166141458913461,0.07180479272130671,True,-1.3999999999999773,1,0,1,0,0,1,0,0,1
488,51,16748.22,1.0,2,0,664.54,985.62,0.058849238904193996,0.03967824640469255,True,321.08000000000004,1,0,1,0,0,0,1,0,1
489,69,10559.23,5.5,0,0,536.86,813.64,0.07705486100785758,0.05084272243335925,True,276.78,0,0,1,0,0,0,0,1,1
490,23,43551.01,5.9,1,0,366.14,693.79,0.015930514585080803,0.008407152899553879,True,327.65,0,0,1,0,0,0,0,0,0
491,35,33824.8,13.6,0,0,327.68,277.25,0.008196648612852108,0.00968756651924032,False,-50.43000000000001,1,0,1,0,0,1,0,0,0
